bin center (ps),b2-b1,a2-a1,b2-a1,a2-b1
107250.0,0,0,0,0
107350.0,0,0,0,0
107450.0,0,0,0,0
107550.0,0,0,0,0
107650.0,0,0,0,0
107750.0,0,0,0,0
107850.0,0,0,0,0
107950.0,0,0,0,0
108050.0,1,0,0,0
108150.0,0,0,0,0
108250.0,0,0,0,0
108350.0,0,0,0,0
108450.0,0,0,0,0
108550.0,0,0,0,0
108650.0,0,0,0,0
108750.0,0,0,0,0
108850.0,0,0,0,0
108950.0,0,0,0,0
109050.0,0,0,0,0
109150.0,0,0,0,0
109250.0,0,0,0,0
109350.0,0,0,0,0
109450.0,0,0,0,0
109550.0,0,0,0,0
109650.0,0,0,0,0
109750.0,0,0,0,0
109850.0,0,0,0,0
109950.0,0,0,0,0
110050.0,0,0,0,0
110150.0,0,0,0,0
110250.0,0,0,0,0
110350.0,0,0,0,0
110450.0,0,0,0,0
110550.0,0,0,0,0
110650.0,0,0,0,0
110750.0,0,0,0,0
110850.0,0,0,0,0
110950.0,0,0,0,0
111050.0,0,0,0,0
111150.0,0,0,0,0
111250.0,0,0,0,0
111350.0,0,0,0,0
111450.0,0,0,0,0
111550.0,0,0,0,0
111650.0,0,0,0,0
111750.0,0,0,0,0
111850.0,0,0,0,0
111950.0,0,0,0,0
112050.0,0,0,0,13
112150.0,0,0,0,19
112250.0,0,0,0,41
112350.0,0,0,0,37
112450.0,0,0,0,45
112550.0,0,0,0,74
112650.0,0,0,0,77
112750.0,0,0,0,121
112850.0,0,0,0,117
112950.0,0,0,0,144
113050.0,0,0,0,137
113150.0,0,0,0,145
113250.0,0,0,0,168
113350.0,0,0,0,191
113450.0,0,0,0,204
113550.0,0,0,0,203
113650.0,0,0,0,178
113750.0,0,0,0,177
113850.0,0,0,0,132
113950.0,0,0,0,155
114050.0,0,0,0,109
114150.0,0,0,0,100
114250.0,0,0,0,97
114350.0,0,0,0,73
114450.0,0,0,0,57
114550.0,0,0,0,61
114650.0,0,0,0,38
114750.0,0,0,0,36
114850.0,0,0,0,39
114950.0,0,0,0,27
115050.0,0,0,0,21
115150.0,0,0,0,24
115250.0,0,0,0,25
115350.0,0,0,0,9
115450.0,0,0,0,19
115550.0,0,0,0,18
115650.0,0,0,0,13
115750.0,0,0,0,15
115850.0,0,0,0,11
115950.0,0,0,0,21
116050.0,0,0,0,0
116150.0,0,0,0,0
116250.0,0,0,0,0
116350.0,0,0,0,0
116450.0,0,0,0,0
116550.0,0,0,0,0
116650.0,0,0,0,0
116750.0,0,0,0,0
116850.0,0,0,0,0
116950.0,0,0,0,0
117050.0,0,0,0,0
117150.0,0,0,0,0
117250.0,0,0,0,0
117350.0,0,0,0,0
117450.0,0,0,0,0
117550.0,0,0,0,0
117650.0,0,0,0,0
117750.0,0,0,0,0
117850.0,0,0,0,0
117950.0,0,0,0,0
118050.0,0,0,0,0
118150.0,0,0,0,0
118250.0,0,0,0,0
118350.0,0,0,0,0
118450.0,0,0,0,0
118550.0,0,0,0,0
118650.0,0,0,0,0
118750.0,0,0,0,0
118850.0,0,0,0,0
118950.0,0,0,0,0
119050.0,0,0,0,0
119150.0,0,0,0,0
119250.0,0,0,0,0
119350.0,0,0,0,0
119450.0,0,0,0,0
119550.0,0,0,0,0
119650.0,0,0,0,0
119750.0,0,0,0,0
119850.0,0,0,0,0
119950.0,0,0,0,0
120050.0,0,0,0,0
120150.0,0,0,0,0
120250.0,0,0,0,0
120350.0,0,0,0,0
120450.0,0,0,0,0
120550.0,0,0,0,0
120650.0,0,0,0,0
120750.0,0,0,0,0
120850.0,0,0,0,0
120950.0,0,0,0,0
121050.0,0,0,0,0
121150.0,0,0,0,0
121250.0,0,0,0,0
121350.0,0,0,0,0
121450.0,0,0,0,0
121550.0,0,0,0,0
121650.0,0,0,0,0
121750.0,0,0,0,0
121850.0,0,0,0,0
121950.0,0,0,0,0
122050.0,0,0,0,13
122150.0,0,0,0,17
122250.0,0,0,0,22
122350.0,0,0,0,35
122450.0,0,0,0,47
122550.0,0,0,0,85
122650.0,0,0,0,68
122750.0,0,0,0,103
122850.0,0,0,0,108
122950.0,0,0,0,137
123050.0,0,0,0,149
123150.0,0,0,0,170
123250.0,0,0,0,151
123350.0,0,0,0,171
123450.0,0,0,0,186
123550.0,0,0,0,190
123650.0,0,0,0,189
123750.0,0,0,0,139
123850.0,0,0,0,152
123950.0,0,0,0,140
124050.0,0,0,0,119
124150.0,0,0,0,106
124250.0,0,0,0,101
124350.0,0,0,0,95
124450.0,0,0,0,82
124550.0,1,0,0,61
124650.0,0,0,0,43
124750.0,0,0,0,44
124850.0,0,0,0,25
124950.0,0,0,0,39
125050.0,0,0,0,34
125150.0,0,0,0,30
125250.0,0,0,0,34
125350.0,0,0,0,20
125450.0,0,0,0,18
125550.0,0,0,0,18
125650.0,0,0,0,19
125750.0,0,0,0,22
125850.0,0,0,0,27
125950.0,0,0,0,20
126050.0,0,0,0,0
126150.0,0,0,0,0
126250.0,0,0,0,0
126350.0,0,0,0,0
126450.0,0,0,0,0
126550.0,0,0,0,0
126650.0,0,0,0,0
126750.0,0,0,0,0
126850.0,0,0,0,0
126950.0,0,0,0,0
127050.0,0,0,0,0
127150.0,0,0,0,0
127250.0,0,0,0,0
127350.0,0,0,0,0
127450.0,0,0,0,0
127550.0,0,0,0,0
127650.0,0,0,0,0
127750.0,0,0,0,0
127850.0,0,0,0,0
127950.0,0,0,0,0
128050.0,0,0,0,0
128150.0,0,0,0,0
128250.0,0,0,0,0
128350.0,0,0,0,0
128450.0,0,0,0,0
128550.0,0,1,0,0
128650.0,0,0,0,0
128750.0,0,0,0,0
128850.0,0,0,0,0
128950.0,0,0,0,0
129050.0,0,0,0,0
129150.0,0,0,0,0
129250.0,0,0,0,0
129350.0,0,0,0,0
129450.0,0,0,0,0
129550.0,0,0,0,0
129650.0,0,0,0,0
129750.0,0,0,0,0
129850.0,0,0,0,0
129950.0,0,0,0,0
130050.0,0,0,0,0
130150.0,0,0,0,0
130250.0,0,0,0,0
130350.0,0,0,0,0
130450.0,0,0,0,0
130550.0,0,0,0,0
130650.0,0,0,0,0
130750.0,0,0,0,0
130850.0,0,0,0,0
130950.0,0,0,0,0
131050.0,0,0,0,0
131150.0,0,0,0,0
131250.0,0,0,0,0
131350.0,0,0,0,0
131450.0,0,0,0,0
131550.0,0,0,0,0
131650.0,0,0,0,0
131750.0,0,0,0,0
131850.0,0,0,0,0
131950.0,0,0,0,0
132050.0,0,0,0,0
132150.0,0,0,0,0
132250.0,0,0,0,0
132350.0,0,0,0,0
132450.0,0,0,0,0
132550.0,0,0,0,0
132650.0,0,0,0,0
132750.0,0,0,0,0
132850.0,0,0,0,0
132950.0,0,0,0,0
133050.0,0,0,0,0
133150.0,0,0,0,0
133250.0,0,0,1,0
133350.0,0,0,0,0
133450.0,0,0,0,0
133550.0,0,0,0,0
133650.0,0,0,0,0
133750.0,0,0,0,0
133850.0,0,0,0,0
133950.0,0,0,0,0
134050.0,0,0,0,0
134150.0,0,0,0,0
134250.0,0,0,0,0
134350.0,0,0,0,0
134450.0,0,0,0,0
134550.0,0,0,0,0
134650.0,0,0,0,0
134750.0,0,0,0,0
134850.0,0,0,0,0
134950.0,0,0,0,0
135050.0,0,0,0,0
135150.0,0,0,0,0
135250.0,0,0,0,0
135350.0,0,0,0,0
135450.0,0,0,0,0
135550.0,0,0,0,0
135650.0,0,0,0,0
135750.0,0,0,0,0
135850.0,0,0,0,0
135950.0,0,0,0,0
136050.0,0,0,0,0
136150.0,0,0,0,0
136250.0,0,0,0,0
136350.0,0,0,0,0
136450.0,0,0,0,0
136550.0,0,0,0,0
136650.0,0,0,0,0
136750.0,0,0,0,0
136850.0,0,0,0,0
136950.0,0,0,0,0
137050.0,1,0,0,0
137150.0,0,0,0,0
137250.0,0,0,0,0
137350.0,0,0,0,0
137450.0,0,0,0,0
137550.0,0,0,0,0
137650.0,0,0,0,0
137750.0,0,0,0,0
137850.0,0,0,0,0
137950.0,0,0,0,0
138050.0,0,0,0,0
138150.0,0,0,0,0
138250.0,0,0,0,0
138350.0,0,0,0,0
138450.0,0,0,0,0
138550.0,0,0,0,0
138650.0,0,0,0,0
138750.0,0,0,0,0
138850.0,0,0,0,0
138950.0,0,0,0,0
139050.0,0,0,0,0
139150.0,0,0,0,0
139250.0,0,0,0,0
139350.0,0,0,0,0
139450.0,0,0,0,0
139550.0,0,0,0,0
139650.0,0,0,0,0
139750.0,0,0,0,0
139850.0,0,0,0,0
139950.0,0,0,0,0
140050.0,0,0,0,0
140150.0,0,0,0,0
140250.0,0,0,0,0
140350.0,0,0,0,0
140450.0,0,0,0,0
140550.0,0,0,0,0
140650.0,1,0,0,0
140750.0,0,0,0,0
140850.0,0,0,0,0
140950.0,0,0,0,0
141050.0,0,0,0,0
141150.0,0,0,0,0
141250.0,1,0,0,0
141350.0,0,0,0,0
141450.0,0,0,0,0
141550.0,0,0,0,0
141650.0,0,0,0,0
141750.0,0,0,0,0
141850.0,0,0,0,0
141950.0,0,0,0,0
142050.0,0,0,0,0
142150.0,0,0,0,0
142250.0,0,0,0,0
142350.0,0,0,0,0
142450.0,0,0,0,0
142550.0,0,0,0,0
142650.0,0,0,0,0
142750.0,0,0,0,0
142850.0,0,0,0,0
142950.0,0,0,0,0
143050.0,0,0,0,0
143150.0,0,0,0,0
143250.0,0,0,0,0
143350.0,0,0,0,0
143450.0,0,0,0,0
143550.0,0,0,0,0
143650.0,0,0,0,0
143750.0,0,0,0,0
143850.0,0,0,0,0
143950.0,0,0,0,0
144050.0,0,0,0,0
144150.0,0,0,0,0
144250.0,0,0,0,0
144350.0,0,0,0,0
144450.0,0,0,0,0
144550.0,0,0,0,0
144650.0,0,0,0,0
144750.0,0,0,0,0
144850.0,0,0,0,0
144950.0,0,0,0,0
145050.0,0,0,0,0
145150.0,0,0,0,0
145250.0,0,0,0,0
145350.0,0,0,0,0
145450.0,0,0,0,0
145550.0,0,0,0,0
145650.0,0,0,0,0
145750.0,0,0,0,0
145850.0,0,0,0,0
145950.0,0,0,0,0
146050.0,0,0,0,0
146150.0,0,0,0,0
146250.0,0,0,0,0
146350.0,0,0,0,0
146450.0,0,0,0,0
146550.0,0,0,0,0
146650.0,0,0,0,0
146750.0,0,0,0,0
146850.0,0,0,0,0
146950.0,1,0,0,0
147050.0,0,0,0,0
147150.0,1,0,0,0
147250.0,0,0,0,0
147350.0,0,0,0,0
147450.0,0,0,0,0
147550.0,0,0,0,0
147650.0,0,0,0,0
147750.0,1,0,0,0
147850.0,2,0,0,0
147950.0,0,0,0,0
148050.0,0,0,0,0
148150.0,0,0,0,0
148250.0,0,0,0,0
148350.0,1,0,0,0
148450.0,0,0,0,0
148550.0,0,0,0,0
148650.0,0,0,0,0
148750.0,0,0,0,0
148850.0,0,0,0,0
148950.0,0,0,0,0
149050.0,0,0,0,0
149150.0,0,0,0,0
149250.0,0,0,0,0
149350.0,0,0,0,0
149450.0,0,0,0,0
149550.0,1,0,0,0
149650.0,0,0,0,0
149750.0,0,0,0,0
149850.0,0,0,0,0
149950.0,0,0,0,0
150050.0,0,0,0,0
150150.0,0,0,0,0
150250.0,0,0,0,0
150350.0,0,0,0,0
150450.0,0,0,0,0
150550.0,0,0,0,0
150650.0,0,0,0,0
150750.0,0,0,0,0
150850.0,0,0,0,0
150950.0,0,0,0,0
151050.0,0,0,0,0
151150.0,0,0,0,0
151250.0,1,0,0,0
151350.0,0,0,0,0
151450.0,0,0,0,0
151550.0,0,0,0,0
151650.0,0,0,0,0
151750.0,0,0,0,0
151850.0,0,0,0,0
151950.0,0,0,0,0
152050.0,0,0,0,0
152150.0,0,0,0,0
152250.0,0,0,0,0
152350.0,0,0,0,0
152450.0,0,0,0,0
152550.0,0,0,0,0
152650.0,0,0,0,0
152750.0,0,0,0,0
152850.0,0,0,0,0
152950.0,1,0,0,0
153050.0,0,0,0,0
153150.0,0,0,0,0
153250.0,0,0,0,0
153350.0,0,0,0,0
153450.0,1,0,0,0
153550.0,0,0,0,0
153650.0,0,0,0,0
153750.0,0,0,0,0
153850.0,0,0,0,0
153950.0,0,0,0,0
154050.0,0,0,0,0
154150.0,0,0,0,0
154250.0,0,0,0,0
154350.0,0,0,0,0
154450.0,1,0,0,0
154550.0,0,0,0,0
154650.0,0,0,0,0
154750.0,0,0,0,0
154850.0,0,0,0,0
154950.0,0,0,0,0
155050.0,0,0,0,0
155150.0,0,0,0,0
155250.0,0,0,0,0
155350.0,0,0,0,0
155450.0,0,0,0,0
155550.0,0,0,0,0
155650.0,0,0,0,0
155750.0,0,0,0,0
155850.0,0,0,0,0
155950.0,0,0,0,0
156050.0,0,0,0,0
156150.0,0,0,0,0
156250.0,0,0,0,0
156350.0,0,0,0,0
156450.0,0,0,0,0
156550.0,0,0,0,0
156650.0,0,0,0,0
156750.0,0,0,0,0
156850.0,0,0,0,0
156950.0,0,0,0,0
157050.0,0,0,0,0
157150.0,0,0,0,0
157250.0,0,0,0,0
157350.0,0,0,0,0
157450.0,0,0,0,0
157550.0,0,0,0,0
157650.0,0,0,0,0
157750.0,0,0,0,0
157850.0,0,0,0,0
157950.0,0,0,0,0
158050.0,0,0,0,0
158150.0,0,0,0,0
158250.0,0,0,0,0
158350.0,0,0,0,0
158450.0,0,0,0,0
158550.0,0,0,0,0
158650.0,0,0,0,0
158750.0,0,0,0,0
158850.0,0,0,0,0
158950.0,0,0,0,0
159050.0,0,0,0,0
159150.0,0,0,0,0
159250.0,0,0,0,0
159350.0,0,0,0,0
159450.0,0,0,0,0
159550.0,0,0,0,0
159650.0,0,0,0,0
159750.0,0,0,0,0
159850.0,0,0,0,0
159950.0,0,0,0,0
160050.0,0,0,0,0
160150.0,0,0,0,0
160250.0,0,0,0,0
160350.0,0,0,0,0
160450.0,0,0,0,0
160550.0,0,0,0,0
160650.0,0,0,0,0
160750.0,0,0,0,0
160850.0,0,0,0,0
160950.0,0,0,0,0
161050.0,0,0,0,0
161150.0,0,0,0,0
161250.0,0,0,0,0
161350.0,0,0,0,0
161450.0,0,0,0,0
161550.0,0,0,0,0
161650.0,0,0,0,0
161750.0,0,0,0,0
161850.0,0,0,0,0
161950.0,0,0,0,0
162050.0,0,0,0,0
162150.0,0,0,0,0
162250.0,0,0,0,0
162350.0,0,0,0,0
162450.0,0,0,0,0
162550.0,0,0,0,0
162650.0,0,0,0,0
162750.0,0,0,0,0
162850.0,0,0,0,0
162950.0,0,0,0,0
163050.0,0,0,0,0
163150.0,0,0,0,0
163250.0,0,0,0,0
163350.0,0,0,0,0
163450.0,0,0,0,0
163550.0,0,0,0,0
163650.0,0,0,0,0
163750.0,0,0,0,0
163850.0,0,0,0,0
163950.0,0,0,0,0
164050.0,0,0,0,0
164150.0,0,0,0,0
164250.0,0,0,0,0
164350.0,0,0,0,0
164450.0,0,0,0,0
164550.0,0,0,0,0
164650.0,0,0,0,0
164750.0,0,0,0,0
164850.0,0,0,0,0
164950.0,0,0,0,0
165050.0,0,0,0,0
165150.0,0,0,0,0
165250.0,0,0,0,0
165350.0,0,0,0,0
165450.0,0,0,0,0
165550.0,0,0,0,0
165650.0,0,0,0,0
165750.0,0,0,0,0
165850.0,0,0,0,0
165950.0,0,0,0,0
166050.0,0,0,0,0
166150.0,0,0,0,0
166250.0,0,0,0,0
166350.0,0,0,0,0
166450.0,0,0,0,0
166550.0,0,0,0,0
166650.0,0,0,0,0
166750.0,0,0,0,0
166850.0,0,0,0,0
166950.0,0,0,0,0
167050.0,0,0,0,0
167150.0,0,0,0,0
167250.0,0,0,0,0
167350.0,0,0,0,0
167450.0,0,0,0,0
167550.0,0,0,0,0
167650.0,0,0,0,0
167750.0,0,0,0,0
167850.0,0,0,0,0
167950.0,0,0,0,0
168050.0,0,0,0,0
168150.0,0,0,0,0
168250.0,0,0,0,0
168350.0,0,0,0,0
168450.0,0,0,0,0
168550.0,0,0,0,0
168650.0,0,0,0,0
168750.0,0,0,0,0
168850.0,0,0,0,0
168950.0,0,0,0,0
169050.0,0,0,0,0
169150.0,0,0,0,0
169250.0,0,0,0,0
169350.0,0,0,0,0
169450.0,0,0,0,0
169550.0,0,0,0,0
169650.0,0,0,0,0
169750.0,0,0,0,0
169850.0,0,0,0,0
169950.0,0,0,0,0
170050.0,0,0,0,0
170150.0,0,0,0,0
170250.0,0,0,0,0
170350.0,0,0,0,0
170450.0,0,0,0,0
170550.0,0,0,0,0
170650.0,0,0,0,0
170750.0,0,1,0,0
170850.0,0,0,0,0
170950.0,0,0,0,0
171050.0,0,0,0,0
171150.0,0,0,0,0
171250.0,0,0,0,0
171350.0,0,0,0,0
171450.0,0,0,0,0
171550.0,0,0,0,0
171650.0,0,0,0,0
171750.0,0,0,0,0
171850.0,0,0,0,0
171950.0,0,0,0,0
172050.0,0,0,0,0
172150.0,0,0,0,0
172250.0,0,0,0,0
172350.0,0,0,0,0
172450.0,0,0,0,0
172550.0,0,0,0,0
172650.0,0,0,0,0
172750.0,0,0,0,0
172850.0,0,0,0,0
172950.0,0,0,0,0
173050.0,0,0,0,0
173150.0,0,0,0,0
173250.0,0,0,0,0
173350.0,0,0,0,0
173450.0,0,0,0,0
173550.0,0,0,0,0
173650.0,0,0,0,0
173750.0,0,0,0,0
173850.0,0,0,0,0
173950.0,0,0,0,0
174050.0,0,0,0,0
174150.0,0,0,0,0
174250.0,0,0,0,0
174350.0,0,0,0,0
174450.0,0,0,0,0
174550.0,0,0,0,0
174650.0,0,0,0,0
174750.0,0,0,0,0
174850.0,0,0,0,0
174950.0,0,0,0,0
175050.0,0,0,0,0
175150.0,0,0,0,0
175250.0,0,0,0,0
175350.0,0,0,0,0
175450.0,0,0,0,0
175550.0,0,0,0,0
175650.0,0,0,0,0
175750.0,0,0,0,0
175850.0,0,0,0,0
175950.0,0,0,0,0
176050.0,0,0,0,0
176150.0,0,0,0,0
176250.0,0,0,0,0
176350.0,0,0,0,0
176450.0,0,0,0,0
176550.0,0,0,0,0
176650.0,0,0,0,0
176750.0,0,0,0,0
176850.0,0,0,0,0
176950.0,0,0,0,0
177050.0,0,0,0,0
177150.0,0,0,0,0
177250.0,0,0,0,0
177350.0,0,0,0,0
177450.0,0,0,0,0
177550.0,0,0,0,0
177650.0,0,0,0,0
177750.0,0,0,0,0
177850.0,0,0,0,0
177950.0,0,0,0,0
178050.0,0,0,0,0
178150.0,0,0,0,0
178250.0,0,0,0,0
178350.0,0,0,0,0
178450.0,0,0,0,0
178550.0,0,0,0,0
178650.0,0,0,0,0
178750.0,0,0,0,0
178850.0,0,0,0,0
178950.0,0,0,0,0
179050.0,0,0,0,0
179150.0,0,0,0,0
179250.0,0,0,0,0
179350.0,0,0,0,0
179450.0,0,0,0,0
179550.0,0,0,0,0
179650.0,0,0,0,0
179750.0,0,0,0,0
179850.0,0,0,0,0
179950.0,0,0,0,0
180050.0,0,0,0,0
180150.0,0,0,0,0
180250.0,0,0,0,0
180350.0,0,0,0,0
180450.0,0,0,0,0
180550.0,0,0,0,0
180650.0,0,0,0,0
180750.0,0,0,0,0
180850.0,0,0,0,0
180950.0,0,0,0,0
181050.0,0,0,0,0
181150.0,0,0,0,0
181250.0,0,0,0,0
181350.0,0,0,0,0
181450.0,0,0,0,0
181550.0,0,0,0,0
181650.0,0,0,0,0
181750.0,0,0,0,0
181850.0,0,0,0,0
181950.0,0,0,0,0
182050.0,0,0,0,0
182150.0,0,0,0,0
182250.0,0,0,0,0
182350.0,0,0,0,0
182450.0,0,0,0,0
182550.0,0,0,0,0
182650.0,0,0,0,0
182750.0,0,0,0,0
182850.0,0,0,0,0
182950.0,0,0,0,0
183050.0,0,0,0,0
183150.0,0,0,0,0
183250.0,0,0,0,0
183350.0,0,0,0,0
183450.0,0,0,0,0
183550.0,0,0,0,0
183650.0,0,0,0,0
183750.0,0,0,0,0
183850.0,0,0,0,0
183950.0,0,0,0,0
184050.0,0,0,0,0
184150.0,0,0,0,0
184250.0,0,0,0,0
184350.0,0,0,0,0
184450.0,0,0,0,0
184550.0,0,0,0,0
184650.0,0,0,0,0
184750.0,0,0,0,0
184850.0,0,0,0,0
184950.0,0,0,0,0
185050.0,0,0,0,0
185150.0,0,0,0,0
185250.0,0,0,0,0
185350.0,0,0,0,0
185450.0,0,0,0,0
185550.0,0,0,0,0
185650.0,0,0,0,0
185750.0,0,0,0,0
185850.0,0,0,0,0
185950.0,0,0,0,0
186050.0,0,0,0,0
186150.0,0,0,0,0
186250.0,0,0,0,0
186350.0,0,0,0,0
186450.0,0,0,0,0
186550.0,0,0,0,0
186650.0,0,0,0,0
186750.0,0,0,0,0
186850.0,0,0,0,0
186950.0,0,0,0,0
187050.0,0,0,0,0
187150.0,0,0,0,0
187250.0,0,0,0,0
187350.0,0,0,0,0
187450.0,0,0,0,0
187550.0,0,0,0,0
187650.0,0,0,0,0
187750.0,0,0,0,0
187850.0,1,0,0,0
187950.0,0,0,0,0
188050.0,0,0,0,0
188150.0,0,0,0,0
188250.0,0,0,0,0
188350.0,0,0,0,0
188450.0,0,0,0,0
188550.0,0,0,0,0
188650.0,0,0,0,0
188750.0,0,0,0,0
188850.0,0,0,0,0
188950.0,0,0,0,0
189050.0,0,0,0,0
189150.0,0,0,0,0
189250.0,0,0,0,0
189350.0,0,0,0,0
189450.0,0,0,0,0
189550.0,0,0,0,0
189650.0,0,0,0,0
189750.0,0,0,0,0
189850.0,0,0,0,0
189950.0,0,0,0,0
190050.0,0,0,0,0
190150.0,0,0,0,0
190250.0,0,0,0,0
190350.0,0,0,0,0
190450.0,0,0,0,0
190550.0,1,0,0,0
190650.0,0,0,0,0
190750.0,0,0,0,0
190850.0,0,0,0,0
190950.0,0,0,0,0
191050.0,0,0,0,0
191150.0,0,0,0,0
191250.0,0,0,0,0
191350.0,0,0,0,0
191450.0,0,0,0,0
191550.0,0,0,0,0
191650.0,0,0,0,0
191750.0,0,0,0,0
191850.0,0,0,0,0
191950.0,0,0,0,0
192050.0,0,0,0,0
192150.0,0,0,0,0
192250.0,0,0,0,0
192350.0,0,0,0,0
192450.0,0,0,0,0
192550.0,0,0,0,0
192650.0,0,0,0,0
192750.0,0,0,0,0
192850.0,0,0,0,0
192950.0,0,0,0,0
193050.0,0,0,0,0
193150.0,0,0,0,0
193250.0,0,0,0,0
193350.0,0,0,0,0
193450.0,0,0,0,0
193550.0,0,0,0,0
193650.0,0,0,0,0
193750.0,0,0,0,0
193850.0,0,0,0,0
193950.0,0,0,0,0
194050.0,0,0,0,0
194150.0,0,0,0,0
194250.0,0,0,0,0
194350.0,0,0,0,0
194450.0,0,0,0,0
194550.0,0,0,0,0
194650.0,0,0,0,0
194750.0,0,0,0,0
194850.0,0,0,0,0
194950.0,0,0,0,0
195050.0,0,0,0,0
195150.0,0,0,0,0
195250.0,0,0,0,0
195350.0,0,0,0,0
195450.0,0,0,0,0
195550.0,0,0,0,0
195650.0,0,0,0,0
195750.0,0,0,0,0
195850.0,0,0,0,0
195950.0,0,0,0,0
196050.0,0,0,0,0
196150.0,0,0,0,0
196250.0,0,0,0,0
196350.0,0,0,0,0
196450.0,0,0,0,0
196550.0,0,0,0,0
196650.0,0,0,0,0
196750.0,0,0,0,0
196850.0,0,0,0,0
196950.0,0,0,0,0
197050.0,0,0,0,0
197150.0,0,0,0,0
197250.0,0,0,0,0
197350.0,0,0,0,0
197450.0,0,0,0,0
197550.0,0,0,0,0
197650.0,0,0,0,0
197750.0,0,0,0,0
197850.0,0,0,0,0
197950.0,0,0,0,0
198050.0,0,0,0,0
198150.0,0,0,0,0
198250.0,0,0,0,0
198350.0,0,0,0,0
198450.0,0,0,0,0
198550.0,0,0,0,0
198650.0,0,0,0,0
198750.0,0,0,0,0
198850.0,0,0,0,0
198950.0,0,0,0,0
199050.0,0,0,0,0
199150.0,0,0,0,0
199250.0,0,0,0,0
199350.0,0,0,0,0
199450.0,0,0,0,0
199550.0,0,0,0,0
199650.0,0,0,0,0
199750.0,0,0,0,0
199850.0,0,0,0,0
199950.0,0,0,0,0
